ItemNumber,Date,StoreNumber,StoreName,Address,City,ZipCode,StoreLocation,CountyNumber,County,Category,CategoryName,VendorNumber,VendorName,ItemNumber,ItemDescription,Pack,BottleVolumeml,StateBottleCost,StateBottleRetail,BottlesSold,SaleAmount,VolumeSoldinLiters,VolumeSoldinGallons
INV-68778400017,4/1/2024,010241,"FAREWAY STORES, INC. #237 / LE CLAIRE",1301 EAGLE RIDGE ROAD,LE CLAIRE,52753,POINT (-90.359991971 41.588211),,SCOTT,1031100,AMERICAN VODKAS,301,FIFTH GENERATION INC,38176,TITOS HANDMADE VODKA,12,750,10,15,12,180,9,2.37
INV-68760500005,4/1/2024,010134,"FAREWAY STORES, INC. #232 / WEST DES MOINES",9080 MILLS CIVIC PARKWAY,WEST DES MOINES,50266,POINT (-93.829619108 41.559642305),,POLK,1031100,AMERICAN VODKAS,566,"FOUNDRY DISTILLING COMPANY, LLC",37095,BUTCHERS BLOCK VODKA,12,750,8.43,12.65,12,151.8,9,2.37
INV-68755000009,4/1/2024,2190,"CENTRAL CITY LIQUOR, INC.",1460 2ND AVE,DES MOINES,50314,POINT (-93.620252988 41.605623985),,POLK,1032100,IMPORTED VODKAS,370,PERNOD RICARD USA,34004,ABSOLUT SWEDISH VODKA 80PRF,24,375,4.99,7.49,24,179.76,9,2.37
INV-68758000118,4/1/2024,2637,HY-VEE #5 / DAVENPORT,2351 W LOCUST,DAVENPORT,52804,POINT (-90.612322963 41.536627007),,SCOTT,1012100,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,86454,BLACK VELVET APPLE MINI,8,50,8.87,13.31,1,13.31,0.05,0.01
INV-68771100092,4/1/2024,010271,SMOKE VIBEZ / DAVENPORT,3819 NORTH BRADY STREET,DAVENPORT,52806,POINT (-90.567890997 41.558963019),,SCOTT,1082100,IMPORTED CORDIALS & LIQUEURS,035,BACARDI USA INC,47863,D'USSE VSOP,12,375,15,22.5,12,305.88,4.5,1.18
INV-68756300105,4/1/2024,2561,HY-VEE FOOD STORE (1148) / FLEUR / DSM,4605 FLEUR DRIVE,DES MOINES,50321,POINT (-93.642873985 41.542056008),,POLK,1022100,MIXTO TEQUILA,395,PROXIMO,87408,JOSE CUERVO ESPECIAL SILVER,12,750,12,18,12,216,9,2.37
INV-68773900033,4/1/2024,4182,FAREWAY STORES #008 / DYERSVILLE,1207  12TH AVE SE,DYERSVILLE,52040,POINT (-91.111910963 42.47492801),,DUBUQUE,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,86888,SOUTHERN COMFORT PET,6,1750,20.26,30.39,6,182.34,10.5,2.77
INV-68760800027,4/1/2024,6081,CIRCLE K / WDM,3501 EP TRUE PARKWAY,WEST DES MOINES,50265,POINT (-93.752454041 41.570638004),,POLK,1031100,AMERICAN VODKAS,301,FIFTH GENERATION INC,38194,TITOS HANDMADE VODKA MINI,5,50,12.8,19.2,2,38.4,0.1,0.02
INV-68773500003,4/1/2024,6189,HY-VEE DOLLAR FRESH / MANCHESTER,1080 W MAIN ST.,MANCHESTER,52057,POINT (-91.472800007 42.48247801),,DELAWARE,1011100,BLENDED WHISKIES,492,WESTERN SPIRITS BEVERAGE,26765,BIRD DOG BLACK CHERRY,6,750,11.5,17.25,6,103.5,4.5,1.18
INV-68775400006,4/1/2024,5102,WILKIE LIQUORS,724 1ST STREET NE,MOUNT VERNON,52314,POINT (-91.410777025 41.918154015),,LINN,1011400,TENNESSEE WHISKIES,085,BROWN FORMAN CORP.,26827,JACK DANIELS OLD #7 BLACK LABEL,12,1000,20.27,30.41,240,7298.4,240,63.4
INV-68766400024,4/1/2024,4787,380BP / SWISHER,2722 NE 120TH ST,SWISHER,52338,POINT (-91.664584489 41.84887461),,JOHNSON,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64870,FIREBALL CINNAMON WHISKEY,48,100,1,1.5,48,72,4.8,1.26
INV-68777100014,4/1/2024,010035,LIQUOR TOBACCO & VAPE / CLINTON,122 SOUTH 2ND STREET,CLINTON,52732,POINT (-90.188620021 41.844669996),,CLINTON,1071000,COCKTAILS/RTD,421,SAZERAC COMPANY  INC,57129,CHI-CHI'S MEXICAN MUDSLIDE,6,1750,6.5,9.75,6,58.5,10.5,2.77
INV-68777400100,4/1/2024,2616,HY-VEE FOOD AND DRUG / CLINTON,901 SOUTH 4TH ST,CLINTON,52732,POINT (-90.191495014 41.836589003),,CLINTON,1071000,COCKTAILS/RTD,421,SAZERAC COMPANY  INC,57120,CHI-CHI'S LONG ISLAND ICED TEA,6,1750,6.5,9.75,6,58.5,10.5,2.77
INV-68768000011,4/1/2024,5949,HAWKEYE LIQUOR & TOBACCO / IOWA CITY,2000 WILEY BLVD SW STE 106,CEDAR RAPIDS,52404,POINT (-91.726678047 41.959720711),,LINN,1031100,AMERICAN VODKAS,301,FIFTH GENERATION INC,38176,TITOS HANDMADE VODKA,12,750,10,15,12,180,9,2.37
INV-68766700006,4/1/2024,5646,IOWA SMOKE AND LIQUOR,70 KIRKWOOD COURT SW,CEDAR RAPIDS,52404,POINT (-91.655432541 41.921680408),,LINN,1011100,BLENDED WHISKIES,260,DIAGEO AMERICAS,25604,SEAGRAMS 7 CROWN,12,375,3.5,5.25,5,26.25,1.87,0.49
INV-68760800033,4/1/2024,6081,CIRCLE K / WDM,3501 EP TRUE PARKWAY,WEST DES MOINES,50265,POINT (-93.752454041 41.570638004),,POLK,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64866,FIREBALL CINNAMON WHISKEY,12,750,9,13.5,3,40.5,2.25,0.59
INV-68767600022,4/1/2024,4956,THE COOLER,"4920, JOHNSON AVE NW",CEDAR RAPIDS,52405,POINT (-91.734525101 41.968330141),,LINN,1051100,AMERICAN BRANDIES,205,E & J GALLO WINERY,52596,E & J VS,12,750,6.5,9.75,3,29.25,2.25,0.59
INV-68761800005,4/1/2024,5873,WEST D LIQUORS,5014 EP TRUE PKWY,WEST DES MOINES,50265,POINT (-93.772460974 41.571116988),,POLK,1011200,STRAIGHT BOURBON WHISKIES,434,LUXCO INC,21209,REBEL KSBW 100PRF 6YR,6,750,30,45,1,45,0.75,0.19
INV-68753800013,4/1/2024,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT (-93.613286034 41.605834999),,POLK,1052100,IMPORTED BRANDIES,420,MOET HENNESSY USA,48106,HENNESSY VS,12,750,19.99,29.99,96,2879.04,72,19.02
INV-68771100059,4/1/2024,010271,SMOKE VIBEZ / DAVENPORT,3819 NORTH BRADY STREET,DAVENPORT,52806,POINT (-90.567890997 41.558963019),,SCOTT,1031100,AMERICAN VODKAS,205,E & J GALLO WINERY,36966,NEW AMSTERDAM 80PRF,48,100,1,1.5,48,72,4.8,1.26
INV-68777100003,4/1/2024,010035,LIQUOR TOBACCO & VAPE / CLINTON,122 SOUTH 2ND STREET,CLINTON,52732,POINT (-90.188620021 41.844669996),,CLINTON,1011100,BLENDED WHISKIES,297,LAIRD & COMPANY,23828,FIVE STAR,6,1750,8.39,12.59,6,75.54,10.5,2.77
INV-68754100107,4/1/2024,2633,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.594780971 41.554268986),,POLK,1031200,AMERICAN FLAVORED VODKA,260,DIAGEO AMERICAS,78073,SMIRNOFF ZERO SUGAR INFUSION STRAWBERRY & ROSE,12,750,8.25,12.38,12,148.56,9,2.37
INV-68770800001,4/1/2024,2840,CVS PHARMACY #8633 / BETTENDORF,2002 SPRUCE HILLS DRIVE,BETTENDORF,52722,POINT (-90.503389989 41.550700013),,SCOTT,1012400,IRISH WHISKIES,370,PERNOD RICARD USA,15626,JAMESON,12,750,17.49,26.24,6,157.44,4.5,1.18
INV-68760700042,4/1/2024,6260,SUPERQUICK LIQUOR VINE / WEST DES MOINES,2704 VINE STREET,WEST DES MOINES,50265,POINT (-93.741798966 41.579945018),,POLK,1081400,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,84219,99 PEPPERMINT,48,100,1,1.5,48,72,4.8,1.26
INV-68767000013,4/1/2024,6236,WESTSIDE SPIRITS / CEDAR RAPIDS,3330 16TH AVE. SW,CEDAR RAPIDS,52404,POINT (-91.715523662 41.96408718),,LINN,1082100,IMPORTED CORDIALS & LIQUEURS,368,PARK STREET IMPORTS,80311,LICOR 43 CREME BRULEE,6,750,16.5,24.75,6,148.5,4.5,1.18
INV-68779700049,4/1/2024,2670,HY-VEE FOOD STORE / CORALVILLE,2004 8TH  ST,CORALVILLE,52241,POINT (-91.591974918 41.682304861),,JOHNSON,1032200,IMPORTED FLAVORED VODKA,065,JIM BEAM BRANDS,34395,EFFEN CUCUMBER,6,750,12.5,18.75,12,225,9,2.37
INV-68764100006,4/1/2024,6233,QUICK STOP / CEDAR RAPIDS,1430 1ST AVE NE,CEDAR RAPIDS,52402,POINT (-91.653098767 41.988301534),,LINN,1031100,AMERICAN VODKAS,434,LUXCO INC,36301,HAWKEYE VODKA MINI,12,50,4.5,6.75,12,81,0.6,0.15
INV-68767400015,4/1/2024,5945,CASEY'S GENERAL STORE #3899 / CEDAR RAPIDS,235 EDGEWOOD RD NW,CEDAR RAPIDS,52405,POINT (-91.715304475 41.974228947),,LINN,1031100,AMERICAN VODKAS,434,LUXCO INC,36308,HAWKEYE VODKA,6,1750,7.5,11.25,6,67.5,10.5,2.77
INV-68774500042,4/1/2024,2465,SID'S BEVERAGE SHOP,2727 DODGE ST,DUBUQUE,52003,POINT (-90.70505003 42.492316017),,DUBUQUE,1031200,AMERICAN FLAVORED VODKA,260,DIAGEO AMERICAS,77848,SMIRNOFF VANILLA,12,1000,9.25,13.88,5,69.4,5,1.32
INV-68761100094,4/1/2024,2619,HY-VEE WINE AND SPIRITS / WDM,1725  74TH ST,WEST DES MOINES,50266,POINT (-93.808788647 41.597293418),,POLK,1071000,COCKTAILS/RTD,395,PROXIMO,58840,JOSE CUERVO AUTHENTIC GRAPEFRUIT TANGERINE MARGARITA,6,1750,8.74,13.11,24,314.64,42,11.09
INV-68773400007,4/1/2024,4189,FAREWAY STORES #594 / MANCHESTER,109 EAST MARION ST,MANCHESTER,52057,POINT (-91.457132973 42.481523982),,DELAWARE,1031100,AMERICAN VODKAS,434,LUXCO INC,36306,HAWKEYE VODKA,12,750,3.5,5.25,1,5.25,0.75,0.19
INV-68775300002,4/1/2024,5957,"LIQUOR, TOBACCO & GROCERY / DUBUQUE",1998 JACKSON ST,DUBUQUE,52001,POINT (-90.667923983 42.511571009),,DUBUQUE,1011100,BLENDED WHISKIES,297,LAIRD & COMPANY,23826,FIVE STAR,12,750,4.13,6.2,12,74.4,9,2.37
INV-68771500065,4/1/2024,010165,SUPER MARKET / DAVENPORT,6723 NORTHWEST BOULEVARD,DAVENPORT,52806,POINT (-90.608956036 41.589559983),,SCOTT,1052100,IMPORTED BRANDIES,065,JIM BEAM BRANDS,47790,COURVOISIER VS COGNAC,24,200,5,7.5,3,22.5,0.6,0.15
INV-68753800028,4/1/2024,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT (-93.613286034 41.605834999),,POLK,1091300,NEUTRAL GRAIN SPIRITS FLAVORED,346,OLE SMOKY DISTILLERY LLC,86843,OLE SMOKY SALTY CARAMEL WHISKEY,6,750,11,16.5,12,198,9,2.37
INV-68755500001,4/1/2024,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT (-93.613286034 41.605834999),,POLK,1091100,AMERICAN DISTILLED SPIRITS SPECIALTY,205,E & J GALLO WINERY,64278,SOONHARI APPLE MANGO SOJU,20,375,3.05,4.58,40,183.2,15,3.96
INV-68771800017,4/1/2024,010096,DIVISION MART / DAVENPORT,3721 NORTH DIVISION STREET,DAVENPORT,52806,POINT (-90.600368022 41.557932003),,SCOTT,1082100,IMPORTED CORDIALS & LIQUEURS,035,BACARDI USA INC,47865,D'USSE VSOP,6,750,25,37.5,2,96,1.5,0.39
INV-68776500006,4/1/2024,5329,DIVA & TEJ GAS & FOOD,2293 HWY 30,GRAND MOUNDS,52751,POINT (-90.646804017 41.827666006),,CLINTON,1031100,AMERICAN VODKAS,421,SAZERAC COMPANY  INC,35946,FLEISCHMANNS 80PRF VODKA,12,750,3,4.5,12,54,9,2.37
INV-68758000133,4/1/2024,2637,HY-VEE #5 / DAVENPORT,2351 W LOCUST,DAVENPORT,52804,POINT (-90.612322963 41.536627007),,SCOTT,1022200,100% AGAVE TEQUILA,035,BACARDI USA INC,88298,PATRON SILVER,3,1750,58.5,87.75,2,175.5,3.5,0.92
INV-68757500014,4/1/2024,6139,SUPER SAVER TOBACCO & LIQUOR / DAVENPORT,1610 ROCKINGHAM RD,DAVENPORT,52802,POINT (-90.599561013 41.520553996),,SCOTT,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64866,FIREBALL CINNAMON WHISKEY,12,750,9,13.5,12,162,9,2.37
INV-68762400001,4/1/2024,6199,BLIND PIG COCKTAIL BODEGA WEST DES MOINES,222 1 HALF 5TH STREET VALLEY JUNCTION,WEST DES MOINES,50265,POINT (-93.708602 41.570852),,POLK,1011500,BOTTLED IN BOND BOURBON,259,HEAVEN HILL BRANDS,16017,HEAVEN HILL BOTTLED-IN-BOND 7YR,6,750,25,37.5,3,112.5,2.25,0.59
INV-68759400013,4/1/2024,4371,KUM & GO #50 / WEST DES MOINES,745 S 51ST ST,WEST DES MOINES,50265,POINT (-93.773794032 41.558419998),,POLK,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,65013,FIREBALL CINNAMON WHISKEY MINI SLEEVE,12,50,4.3,6.45,12,77.4,0.6,0.15
INV-68767900022,4/1/2024,4162,FAREWAY STORES #963 / CEDAR RAPIDS,4220  16TH AVE SW,CEDAR RAPIDS,52404,POINT (-91.727145338 41.964834678),,LINN,1012100,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,86455,BLACK VELVET APPLE,12,750,6,9,3,27,2.25,0.59
INV-68779400079,4/1/2024,2512,HY-VEE WINE AND SPIRITS #1 (1281) / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240,POINT (-91.529426133 41.642516428),,JOHNSON,1081400,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,84367,MR BOSTON SOUR APPLE SCHNAPPS,12,1000,5,7.5,72,540,72,19.02
INV-68779700100,4/1/2024,2670,HY-VEE FOOD STORE / CORALVILLE,2004 8TH  ST,CORALVILLE,52241,POINT (-91.591974918 41.682304861),,JOHNSON,1082100,IMPORTED CORDIALS & LIQUEURS,259,HEAVEN HILL BRANDS,65191,HPNOTIQ MINI,8,50,12.44,18.66,1,18.66,0.05,0.01
INV-68773900003,4/1/2024,4182,FAREWAY STORES #008 / DYERSVILLE,1207  12TH AVE SE,DYERSVILLE,52040,POINT (-91.111910963 42.47492801),,DUBUQUE,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10802,CROWN ROYAL PEACH,12,750,17.49,26.24,12,314.88,9,2.37
INV-68758000002,4/1/2024,2637,HY-VEE #5 / DAVENPORT,2351 W LOCUST,DAVENPORT,52804,POINT (-90.612322963 41.536627007),,SCOTT,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10788,CROWN ROYAL VANILLA MINI,10,50,5.91,8.87,2,17.74,0.1,0.02
INV-68754600001,4/1/2024,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT (-93.613286034 41.605834999),,POLK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10802,CROWN ROYAL PEACH,12,750,17.49,26.24,60,1574.4,45,11.88
INV-68765900005,4/1/2024,5404,THE DEPOT OXFORD LLC,220 N AUGUSTA AVE,OXFORD,52322,POINT (-91.790192589 41.72465975),,JOHNSON,1011400,TENNESSEE WHISKIES,085,BROWN FORMAN CORP.,26826,JACK DANIELS OLD #7 BLACK LABEL,12,750,15.91,23.87,2,47.74,1.5,0.39
INV-68756200017,4/1/2024,2527,HY-VEE FOOD STORE #5 (1151) / DES MOINES,1107 SE ARMY POST RD,DES MOINES,50315,POINT (-93.601863361 41.526227002),,POLK,1012400,IRISH WHISKIES,370,PERNOD RICARD USA,15779,JAMESON BLACK BARREL,12,375,7.99,11.99,24,287.76,9,2.37
INV-68762200029,4/1/2024,6119,ALLCOOL LIQUORS / WDM,5904 ASHWORTH RD,WEST DES MOINES,50266,POINT (-93.789130987 41.583797006),,POLK,1042100,IMPORTED DRY GINS,240,WILLIAM GRANT & SONS INC,65753,HENDRICKS GRAND CABARET GIN,6,750,22,33,1,33,0.75,0.19
INV-68766800010,4/1/2024,4566,KUM & GO #508 / CEDAR RAPIDS,30 FOUR OAKS DR SW,CEDAR RAPIDS,52404,POINT (-91.657475043 41.923518978),,LINN,1011400,TENNESSEE WHISKIES,085,BROWN FORMAN CORP.,26826,JACK DANIELS OLD #7 BLACK LABEL,12,750,15.91,23.87,2,47.74,1.5,0.39
INV-68760400052,4/1/2024,6242,WALL TO WALL WINE AND SPIRITS / WEST DES MOINES,375 SOUTH JORDAN CREEK PARKWAY,WEST DES MOINES,50266,POINT (-93.810554963 41.563474998),,DALLAS,1011200,STRAIGHT BOURBON WHISKIES,395,PROXIMO,926464,SOOH STRANAHANS BLUE PEAK,6,750,22,33,6,198,4.5,1.18
INV-68763100067,4/1/2024,3773,BENZ DISTRIBUTING,501 7TH AVE SE,CEDAR RAPIDS,52401,POINT (-91.659639837 41.975513265),,LINN,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,86887,SOUTHERN COMFORT,12,1000,12.97,19.46,1,19.46,1,0.26
INV-68774500043,4/1/2024,2465,SID'S BEVERAGE SHOP,2727 DODGE ST,DUBUQUE,52003,POINT (-90.70505003 42.492316017),,DUBUQUE,1081400,AMERICAN SCHNAPPS,065,JIM BEAM BRANDS,82787,DEKUYPER BUTTERSHOTS,12,1000,7.87,11.81,12,141.72,12,3.17
INV-68772500020,4/1/2024,5071,JEFF'S MARKET / DURANT,408 6TH AVE,DURANT,52747,POINT (-90.912120003 41.60067401),,CEDAR,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64858,FIREBALL CINNAMON WHISKEY MINI DISPENSER,1,50,25.8,38.7,1,38.7,0.05,0.01
INV-68761100150,4/1/2024,2619,HY-VEE WINE AND SPIRITS / WDM,1725  74TH ST,WEST DES MOINES,50266,POINT (-93.808788647 41.597293418),,POLK,1022200,100% AGAVE TEQUILA,065,JIM BEAM BRANDS,88548,HORNITOS PLATA,12,750,15,22.5,24,540,18,4.75
INV-68778500006,4/1/2024,4013,WAL-MART 0841 / TIPTON,1126 HIGHWAY 38 NORTH,TIPTON,52772,POINT (-91.127429692 41.785179656),,CEDAR,1032100,IMPORTED VODKAS,370,PERNOD RICARD USA,34008,ABSOLUT SWEDISH VODKA 80PRF,6,1750,19.99,29.99,6,179.94,10.5,2.77
INV-68775800004,4/1/2024,5618,CASEY'S GENERAL STORE #1446 / LISBON,150 E. BUSINESS 30,LISBON,52253,POINT (-91.383227 41.9142914),,LINN,1012100,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11788,BLACK VELVET,6,1750,11.5,17.25,12,207,21,5.54
INV-68771100116,4/1/2024,010271,SMOKE VIBEZ / DAVENPORT,3819 NORTH BRADY STREET,DAVENPORT,52806,POINT (-90.567890997 41.558963019),,SCOTT,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64870,FIREBALL CINNAMON WHISKEY,48,100,1,1.5,48,72,4.8,1.26
INV-68767200029,4/1/2024,2508,HY-VEE FOOD STORE #1 (1054) / CEDAR RAPIDS,"1843 JOHNSON AVENUE, N.W.",CEDAR RAPIDS,52405,POINT (-91.698432542 41.973867687),,LINN,1031100,AMERICAN VODKAS,260,DIAGEO AMERICAS,38006,SMIRNOFF 80PRF PET,12,750,8.25,12.38,12,148.56,9,2.37
INV-68761100076,4/1/2024,2619,HY-VEE WINE AND SPIRITS / WDM,1725  74TH ST,WEST DES MOINES,50266,POINT (-93.808788647 41.597293418),,POLK,1012300,SINGLE MALT SCOTCH,370,PERNOD RICARD USA,4084,ABERLOUR 12YR,6,750,30.48,45.72,6,274.32,4.5,1.18
INV-68763300006,4/1/2024,3773,BENZ DISTRIBUTING,501 7TH AVE SE,CEDAR RAPIDS,52401,POINT (-91.659639837 41.975513265),,LINN,1031200,AMERICAN FLAVORED VODKA,260,DIAGEO AMERICAS,77843,SMIRNOFF STRAWBERRY,12,1000,9.25,13.88,12,166.56,12,3.17
INV-68765700045,4/1/2024,3417,BIG G FOOD STORE,PO BOX 261  310 W DILLON,MARENGO,52301,POINT (-92.072554013 41.791099995),,IOWA,1071000,COCKTAILS/RTD,421,SAZERAC COMPANY  INC,57148,CHI-CHI'S MARGARITA,6,1750,6.5,9.75,18,175.5,31.5,8.32
INV-68756300077,4/1/2024,2561,HY-VEE FOOD STORE (1148) / FLEUR / DSM,4605 FLEUR DRIVE,DES MOINES,50321,POINT (-93.642873985 41.542056008),,POLK,1071000,COCKTAILS/RTD,421,SAZERAC COMPANY  INC,57129,CHI-CHI'S MEXICAN MUDSLIDE,6,1750,6.5,9.75,6,58.5,10.5,2.77
INV-68753500018,4/1/2024,2190,"CENTRAL CITY LIQUOR, INC.",1460 2ND AVE,DES MOINES,50314,POINT (-93.620252988 41.605623985),,POLK,1081200,CREAM LIQUEURS,300,MCCORMICK DISTILLING CO.,65204,TEQUILA ROSE LIQUEUR MINI,6,50,5.9,8.85,6,53.1,0.3,0.07
INV-68771700001,4/1/2024,2838,CVS PHARMACY #8658 / DAVENPORT,1655 W KIMBERLY RD,DAVENPORT,52806,POINT (-90.599880028 41.559353993),,SCOTT,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,17.49,26.24,12,314.88,9,2.37
INV-68771100042,4/1/2024,010271,SMOKE VIBEZ / DAVENPORT,3819 NORTH BRADY STREET,DAVENPORT,52806,POINT (-90.567890997 41.558963019),,SCOTT,1032100,IMPORTED VODKAS,260,DIAGEO AMERICAS,34164,CIROC 80PRF,24,200,5,7.5,24,180,4.8,1.26
INV-68765700055,4/1/2024,3417,BIG G FOOD STORE,PO BOX 261  310 W DILLON,MARENGO,52301,POINT (-92.072554013 41.791099995),,IOWA,1011100,BLENDED WHISKIES,368,PARK STREET IMPORTS,66725,SHANKYS WHIP BLACK SPIRITS,6,750,14.54,21.81,1,21.81,0.75,0.19
INV-68779400061,4/1/2024,2512,HY-VEE WINE AND SPIRITS #1 (1281) / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240,POINT (-91.529426133 41.642516428),,JOHNSON,1082100,IMPORTED CORDIALS & LIQUEURS,389,REMY COINTREAU USA INC,64776,COINTREAU LIQUEUR,12,750,22.98,34.47,72,2481.84,54,14.26
INV-68765100004,4/1/2024,5356,CASEY'S GENERAL STORE # 3561/ CEDAR RAPIDS,1532 ELLIS BLVD NW,CEDAR RAPIDS,52405,POINT (-91.68249955 41.988516698),,LINN,1011400,TENNESSEE WHISKIES,085,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,11.5,17.25,12,207,0.6,0.15
INV-68767900003,4/1/2024,4162,FAREWAY STORES #963 / CEDAR RAPIDS,4220  16TH AVE SW,CEDAR RAPIDS,52404,POINT (-91.727145338 41.964834678),,LINN,1011100,BLENDED WHISKIES,065,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,50,7,10.5,1,10.5,0.05,0.01
INV-68774400006,4/1/2024,010036,TOBACCO OUTLET PLUS #504 / DUBUQUE,"806 WACKER DR., STE 140",DUBUQUE,52001,POINT (-90.718880003 42.492999017),,DUBUQUE,1031100,AMERICAN VODKAS,260,DIAGEO AMERICAS,38006,SMIRNOFF 80PRF PET,12,750,8.25,12.38,12,148.56,9,2.37
INV-68760200036,4/1/2024,6242,WALL TO WALL WINE AND SPIRITS / WEST DES MOINES,375 SOUTH JORDAN CREEK PARKWAY,WEST DES MOINES,50266,POINT (-93.810554963 41.563474998),,DALLAS,1062500,FLAVORED RUM,370,PERNOD RICARD USA,42716,MALIBU COCONUT,12,750,8.99,13.49,12,161.88,9,2.37
INV-68754600006,4/1/2024,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT (-93.613286034 41.605834999),,POLK,1011200,STRAIGHT BOURBON WHISKIES,085,BROWN FORMAN CORP.,16396,OLD FORESTER SIGNATURE 100PRF BOURBON,12,750,13,19.5,12,234,9,2.37
INV-68776900016,4/1/2024,6237,SMOKIN' JOE'S TOBACCO & LIQUOR OUTLET #03 / CLINTON,902 NORTH 2ND STREET,CLINTON,52732,POINT (-90.186780025 41.85389998),,CLINTON,1051100,AMERICAN BRANDIES,205,E & J GALLO WINERY,52580,E & J VSOP,24,200,2.5,3.75,3,11.25,0.6,0.15
INV-68770500009,4/1/2024,5725,EXPRESS LANE GAS & FOOD MART #79,17948 GREAT RIVER RD,PLEASANT VALLEY,52767,POINT (-90.428215969 41.568232985),,SCOTT,1031100,AMERICAN VODKAS,434,LUXCO INC,36308,HAWKEYE VODKA,6,1750,7.5,11.25,12,135,21,5.54
INV-68762500012,4/1/2024,2636,HY-VEE WINE AND SPIRITS / HUBBELL,2310 HUBBELL AVE,DES MOINES,50317,POINT (-93.574113042 41.60463601),,POLK,1031100,AMERICAN VODKAS,301,FIFTH GENERATION INC,38174,TITOS HANDMADE VODKA,12,375,5.42,8.13,12,97.56,4.5,1.18
INV-68757800007,4/1/2024,5846,ROCKINGHAM LIQUOR - DAVENPORT,2423 ROCKINGHAM ROAD,DAVENPORT,52802,POINT (-90.613199962 41.513844995),,SCOTT,1031100,AMERICAN VODKAS,301,FIFTH GENERATION INC,38174,TITOS HANDMADE VODKA,12,375,5.42,8.13,12,97.56,4.5,1.18
INV-68780000065,4/1/2024,2614,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,1823 E KIMBERLY RD,DAVENPORT,52807,POINT (-90.54879501 41.554922984),,SCOTT,1022200,100% AGAVE TEQUILA,434,LUXCO INC,87305,DOS PRIMOS REPOSADO,6,750,27.5,41.25,6,247.5,4.5,1.18
INV-68777900009,4/1/2024,5184,CASEY'S GENERAL STORE #3440 / CAMANC,"614, S  WASHINGTON BLVD",CAMANCHE,52730,POINT (-90.256413021 41.787995003),,CLINTON,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64868,FIREBALL CINNAMON WHISKEY,6,1750,16,24,6,144,10.5,2.77
INV-68773200044,4/1/2024,5054,CORK 'N BOTTLE / MANCHESTER,900 E MAIN ST,MANCHESTER,52087,POINT (-91.445 42.484327016),,DELAWARE,1032100,IMPORTED VODKAS,260,DIAGEO AMERICAS,34456,KETEL ONE,12,750,11.33,17,2,34,1.5,0.39
INV-68763800066,4/1/2024,2552,HY-VEE FOOD STORE #3 (1056) / CEDAR RAPIDS,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,POINT (-91.657126938 41.955893982),,LINN,1031200,AMERICAN FLAVORED VODKA,259,HEAVEN HILL BRANDS,40152,DEEP EDDY CRANBERRY,12,750,9.5,14.25,3,42.75,2.25,0.59
INV-68772700031,4/1/2024,5070,JEFF'S MARKET / WILTON,101 E 4TH ST,WILTON,52778,POINT (-91.016552984 41.589060003),,MUSCATINE,1031200,AMERICAN FLAVORED VODKA,260,DIAGEO AMERICAS,77648,SMIRNOFF CITRUS,12,1000,9.25,13.88,3,41.64,3,0.79
